,Clusters,organization_name,naics_code
16994,[101],1438922 Ontario Ltd.,238140.0
16995,[101],1583370 Ontario Inc.,238140.0
16996,[101],1600731 Ontario Inc.,238140.0
16997,[101],1616776 Ontario Ltd.,238140.0
16998,[101],1634783 Ontario Ltd.,238140.0
16999,[2883],1639263 Ontario Inc. o/a J.L. Construction,238140.0
17000,[2],1674960 Ontario Limited,238140.0
17001,[101],1689999 Ontario Inc.,238140.0
17002,[101],1706307 Ontario Inc.,238140.0
17003,[2],1732277 Ontario Limited,238140.0
17004,[2],1751978 Ontario Limited,238140.0
17005,[101],1774686 Ontario Inc.,238140.0
17006,[101],1778150 Ontario Inc.,238140.0
17007,[2],1821310 Ontario Limited,238140.0
17008,[2092],2003 Masonry Ltd.,238140.0
17009,[101],2169457 Ontario Inc.,238140.0
17010,[101],2223519 Ontario Inc.,238140.0
17011,[101],2347353 Ontario Inc.,238140.0
17012,[101],2348971 Ontario Inc.,238140.0
17013,[493],407 Masonry Ltd.,238140.0
17014,[757],689623 Ontario Ltd.,238140.0
17015,[757],696147 Ontario Inc.,238140.0
17016,[2651],947230 Ontario Limited,238140.0
17017,[1382],A & A Masonry Ltd.,238140.0
17018,[1292],A & B Masonry Contractors (Div. of 1063551 Ontario Ltd.),238140.0
17019,[95],A & M Construction (560786 Ontario Ltd.),238140.0
17020,[1887],A. F. Masonry Inc.,238140.0
17021,[3101],A. Gomes Bricklayers Inc.,238140.0
17022,[645],A.C.A. Construction Ltd.,238140.0
17023,[1887],A.F.V. Bricklayers,238140.0
17024,[1187],A.V. Bricklayers Ltd.,238140.0
17025,[1187],A.V.S. Construction Ltd.,238140.0
17026,[3033],Aciton Masonry,238140.0
17027,[3061],Action Bricklayers Ltd.,238140.0
17028,[2186],Action Contracting (1072573 Ontario Ltd.),238140.0
17029,[621],Active Contracting Group Ltd.,238140.0
17030,[3061],Active Stone Masonry Inc.,238140.0
17031,[2393],ADF Masonry Ltd.,238140.0
17032,[2722],Alfamar Construction Ltd.,238140.0
17033,[1370],Alliance Group Contractors Inc.,238140.0
17034,[2202],Almare General Contractors Ltd.,238140.0
17035,[896],Amac Masonry Limited,238140.0
17036,[2907],Aprile Masonry Contractor (738269 Ontario Ltd.),238140.0
17037,[572],Aptek Construction & Consulting Ltd.,238140.0
17038,[1969],Arcada Masonry Ltd.,238140.0
17039,[2094],Arcos Masonry Limited,238140.0
17040,[3128],Argavu Masonry Inc.,238140.0
17041,[1727],Artcon Masonry Inc.,238140.0
17042,[1944],Asteroid Masonry Limited,238140.0
17043,[2326],Avis Masonry Contractors,238140.0
17044,[1642],Barbieri Pro-Gar Masonry Ltd.,238140.0
17045,[853],Baronia Masonry Co. Ltd.,238140.0
17046,[3137],Barrieview Masonry Contractor,238140.0
17047,[2068],Battistella Bros. Construction Ltd.,238140.0
17048,[1686],BCK Construction Inc.,238140.0
17049,[2795],Bellio A. Masonry Ltd.,238140.0
17050,[274],Bellio Masonry Inc.,238140.0
17051,[2795],"Bellio, Angelo Masonry",238140.0
17052,[2417],Biancolin & Son Contractors Ltd.,238140.0
17053,[1657],Birchmount Masonry (710681 Ontario Inc.),238140.0
17054,[719],Blandizzi Masonry Ltd.,238140.0
17055,[305],Blue Crest Construction Limited,238140.0
17056,[305],Blue Ring Masonry Contractors Ltd.,238140.0
17057,[1506],Bolton Masonry Ltd.,238140.0
17058,[296],Borzie Contracting,238140.0
17059,[1145],Bram Construction Ltd.,238140.0
17060,[1015],Bricks4u Masonry (1501926 Ontario Ltd.),238140.0
17061,[49],Bronco Masonry Limited,238140.0
17062,[1667],C. & M. Masonry Contractors Inc.,238140.0
17063,[3025],C.A.K. Masonry (1988) Ltd.,238140.0
17064,[69],C.G.S. Contracting Ltd.,238140.0
17065,[69],C.R.E. Construction Inc.,238140.0
17066,[1229],Caltana Masonry Limited,238140.0
17067,[791],Campania Contracting Ltd.,238140.0
17068,[1472],Can Braz Inc.,238140.0
17069,[36],Canadian Group Masonry Ltd.,238140.0
17070,[2318],Cantanhede Construction Ltd.,238140.0
17071,[1238],Caravela Construction,238140.0
17072,[1329],Caravela Construction Ltd.,238140.0
17073,[701],Carlane Masonry (594375 Ontario Inc.),238140.0
17074,[2915],Carlane Masonry Inc.,238140.0
17075,[1238],Carmar Masonry Company,238140.0
17076,[981],Carmo Masonry Ltd.,238140.0
17077,[2915],Carsan Masonry Ltd.,238140.0
17078,[2826],Cavuo Construction Company,238140.0
17079,[2534],CDG Ontario Masonry (2036867 Ontario Corporation),238140.0
17080,[2634],Central Masonry,238140.0
17081,[2647],Centre Star Masonry Ltd.,238140.0
17082,[768],CFM Masonry Ltd.,238140.0
17083,[2308],Cliffside Masonry Ltd.,238140.0
17084,[874],Colossal Construction Ltd.,238140.0
17085,[562],Commercial One Construction Inc.,238140.0
17086,[520],Conor Construction Ltd.,238140.0
17087,[1043],Constra Masonry Inc.,238140.0
17088,[1561],Continental Masonry Limited,238140.0
17089,[1885],Core Masonry (1266346 Ontario Ltd.),238140.0
17090,[2182],Core Masonry Inc.,238140.0
17091,[2481],Costiera General Contracting Ltd.,238140.0
17092,[1019],Country Masonry Contractors Ltd.,238140.0
17093,[68],Country Masonry Inc.,238140.0
17094,[1972],Cristello Masonry Limited,238140.0
17095,[1713],Cristelo Masonry (1626834 Ontario Inc.),238140.0
17096,[1713],Cristelo Masonry (1640474 Ontario Inc.),238140.0
17097,[948],CS Construction & Masonry Ltd.,238140.0
17098,[906],Cuscal Masonry Ltd.,238140.0
17099,[124],D & L Masonry Ltd.,238140.0
17100,[3016],D. Petrolo Masonry Ltd.,238140.0
17101,[3016],D.B.M. Bricklayers Ltd.,238140.0
17102,[486],D11 Masonry Inc.,238140.0
17103,[2952],Da Costa's Masonry (1801420 Ontario Inc.),238140.0
17104,[2952],Danz Construction (Ontario) Limited,238140.0
17105,[2502],Darmac Construction Ltd.,238140.0
17106,[39],D'Arp-Mar Construction Ltd.,238140.0
17107,[420],Day Masonry Ltd.,238140.0
17108,[1114],Del Ria Contractor Limited,238140.0
17109,[1114],Delcon Construction Limited,238140.0
17110,[639],Delgados Construction Company Inc.,238140.0
17111,[2201],Delmar Masonry Company (419226 Ontario Ltd.),238140.0
17112,[639],Delta Masonry (Zilio Construction Ltd.),238140.0
17113,[2084],Didonato Enterprises Inc.,238140.0
17114,[415],Distinct Masonry Contractor Ltd.,238140.0
17115,[1772],Distinctive Masonry Contractors Ltd.,238140.0
17116,[1202],Distinctive Masons Ltd.,238140.0
17117,[3113],Downtown Bricklayers Inc.,238140.0
17118,[2873],Duo General Construction Ltd.,238140.0
17119,[1486],E.N. Bricklayers Ltd.,238140.0
17120,[2577],E.P.A. Masonry,238140.0
17121,[2333],E.P.A. Masonry Inc.,238140.0
17122,[1208],EFAR Construction Inc.,238140.0
17123,[1296],El Vee Masonry Ltd.,238140.0
17124,[2493],Eldorado Masonry Limited,238140.0
17125,[2641],Elio Dallas Construction Inc.,238140.0
17126,[1964],Emarosa Group Inc.,238140.0
17127,[458],Emilia Construction Ltd.,238140.0
17128,[458],Emilia Masonry Limited,238140.0
17129,[2081],Eugene Enterprises Limited,238140.0
17130,[28],Euro Masonry Ltd.,238140.0
17131,[569],Europa General Contracting Ltd.,238140.0
17132,[1834],Evolution Bricklayers,238140.0
17133,[523],Expert Masonry Ltd.,238140.0
17134,[1671],F & B Masonry Company Ltd.,238140.0
17135,[2837],F.A. Construction,238140.0
17136,[718],F.D.S. General Contracting Inc.,238140.0
17137,[2217],F.G. Masonry Inc.,238140.0
17138,[64],F.L.M. Masonry Ltd.,238140.0
17139,[2837],F.M. Services Inc.,238140.0
17140,[1671],F.M.S. Contracting Inc.,238140.0
17141,[2819],Fast Line Masonry Ltd.,238140.0
17142,[2123],France Masonry Co. Ltd.,238140.0
17143,[617],Francos Masonry (845677 Ontario Ltd.),238140.0
17144,[1802],Fucito Masonry,238140.0
17145,[1890],G & T Masonry,238140.0
17146,[311],G.D.G. Masonry Contactors,238140.0
17147,[1632],G.L.A. Masonry Ltd.,238140.0
17148,[1624],G.M.L. c/o 1501818 Ontario Ltd.,238140.0
17149,[1632],G.M.L. Masonry Ltd.,238140.0
17150,[2155],Gapag Masonry Ltd.,238140.0
17151,[1815],GFV Masonry Contracting Ltd.,238140.0
17152,[1276],Gimar Masonry Contracting Limited,238140.0
17153,[221],Glenway Mason Ltd.,238140.0
17154,[2260],Golden Brick Ltd.,238140.0
17155,[967],Gottardo Contracting (1980) Inc.,238140.0
17156,[2024],Great Valley Masonry Company Limited,238140.0
17157,[38],Greenacres Bricklayers Inc.,238140.0
17158,[9],Gremore Masonry Ltd.,238140.0
17159,[1041],Grey Masonry (2065112 Ontario Limited),238140.0
17160,[1735],Grove Masonry Contractors Inc.,238140.0
17161,[2327],H.J. Sleiman Masonry Inc.,238140.0
17162,[3163],Haig Masonry Ltd.,238140.0
17163,[346],Halton Bricklayers Ltd.,238140.0
17164,[587],H-Jan Inc.,238140.0
17165,[2908],Horizon Bricklayers Contractors Ltd.,238140.0
17166,[1616],Ideal Bricklayers Ltd.,238140.0
17167,[1031],Impresa Masonry Inc.,238140.0
17168,[2575],In Line Masonry inc.,238140.0
17169,[1803],Independent 2000 Ltd.,238140.0
17170,[2134],Inter Masonry Ltd.,238140.0
17171,[1201],J & D Do Rego Investments Ltd.,238140.0
17172,[1974],J & V Masonry Ltd.,238140.0
17173,[1201],J. Di Santo & Company Ltd.,238140.0
17174,[1974],J.J.V.F. Masonry,238140.0
17175,[1201],J.L. Ontario Masonry Ltd.,238140.0
17176,[1065],JAL Masonry Ltd.,238140.0
17177,[539],Jascy General Construction Inc.,238140.0
17178,[1789],Jlb Masonry Ltd.,238140.0
17179,[1913],JMJ Masonry Ltd.,238140.0
17180,[1008],Joe Latino Masonry & General Contracting Ltd.,238140.0
17181,[2329],Jofer Construction Ltd.,238140.0
17182,[1868],Joman Masonry Ltd.,238140.0
17183,[128],Josevi Masonry Inc.,238140.0
17184,[2329],Jozef's Bricklaying Ltd.,238140.0
17185,[855],JVV Ora Construction Inc.,238140.0
17186,[1402],Keyway Masonry Ltd.,238140.0
17187,[1350],King Bricklayers (331535 Ontario Limited),238140.0
17188,[1502],Kingsview Masonry,238140.0
17189,[1572],Kingyi Inc.,238140.0
17190,[2371],Krest Masonry Inc.,238140.0
17191,[2257],La Viola Masonry Ltd.,238140.0
17192,[2522],Lagoview Masonry (1822953 Ontario Limited),238140.0
17193,[1158],Lake Masonry Ltd.,238140.0
17194,[1955],Lamanna & Crisante Masonry Limited,238140.0
17195,[2139],Lane Masonry Contractors Ltd.,238140.0
17196,[3045],Langlaw Masonry Ltd.,238140.0
17197,[2474],Launi Masonry Ltd.,238140.0
17198,[1566],Laurel Masonry Limited,238140.0
17199,[47],Lexell Company Ltd.,238140.0
17200,[2981],Life Masonry Inc. o/a New Life Masonry Inc.,238140.0
17201,[679],Lindac Masonry Limited,238140.0
17202,[150],Linjo Masonry Ltd.,238140.0
17203,[679],Lino Martin Masonry Ltd.,238140.0
17204,[1525],Lmrc Construction Ltd.,238140.0
17205,[3054],Lord's General Contractors Ltd.,238140.0
17206,[1528],Lorusso Masonry Inc.,238140.0
17207,[3054],Los Vegas Construction Limited,238140.0
17208,[3054],Louis R. Carvalho Masonry Ltd.,238140.0
17209,[1556],Lucel Masonry Ltd.,238140.0
17210,[3035],M & D Bricklayers Ltd.,238140.0
17211,[1821],M.G.S. Masonry Inc.,238140.0
17212,[3000],M.J. Construction (1554436 Ontario Limited),238140.0
17213,[1104],M.P.F. Masonry Ltd.,238140.0
17214,[1983],Maconnerie Alphonse Saindon,238140.0
17215,[41],Maddy Contractor,238140.0
17216,[512],MAK Inc.,238140.0
17217,[1341],Maple Crest Masonry Contracting Limited,238140.0
17218,[1340],Maple Group Contracting Inc.,238140.0
17219,[1375],Maple Masonry Inc.,238140.0
17220,[1375],Maplerose Masonry,238140.0
17221,[943],Maratel Contracting Ltd.,238140.0
17222,[66],Marchis Construction Limited,238140.0
17223,[203],Marfab Masonry Inc.,238140.0
17224,[203],Markham Masonry Ltd.,238140.0
17225,[2832],Marland Construction Inc.,238140.0
17226,[1505],Mars Masonry Ltd.,238140.0
17227,[66],Martins & Azevedo Masonry Ltd.,238140.0
17228,[985],Massy Contracting Inc.,238140.0
17229,[1893],Mastech Construction Inc.,238140.0
17230,[2904],Mavro Group Inc. (Masonry Division),238140.0
17231,[2863],Max Prestige Masonry Ltd.,238140.0
17232,[1423],MCB Masonry & General Contracting Inc.,238140.0
17233,[1423],McKenzie Masonry (353932 Ontario Limited),238140.0
17234,[1217],Medi Group Masonry Limited,238140.0
17235,[1217],Medmar Construction Ltd.,238140.0
17236,[2175],Mercon Masonry Inc.,238140.0
17237,[2301],Metric Masonry Amalgamated Limited,238140.0
17238,[1162],Michelin Masonry Inc.,238140.0
17239,[1668],Midnight Masonry Ltd.,238140.0
17240,[1066],Millbrooke Masonry Ltd.,238140.0
17241,[1066],Millenium Masonry Inc.,238140.0
17242,[1947],Minho Construction & General Contracting Inc.,238140.0
17243,[1807],Mira Star Masonry Construction Ltd.,238140.0
17244,[1973],Misaljevic Masonry Ltd.,238140.0
17245,[1136],MLW Masonry Ltd.,238140.0
17246,[2969],Modac Contracting Ltd.,238140.0
17247,[2887],Moita Masonry Ltd.,238140.0
17248,[1953],Monaco Masonry Contractors Ltd.,238140.0
17249,[2041],Monster Masonry Ltd.,238140.0
17250,[205],Monteiros' Construction Ltd.,238140.0
17251,[1288],Moon Masonry Ltd.,238140.0
17252,[1537],Mount Albert Masonry Limited,238140.0
17253,[2154],MT. Albert Masonry Construction Inc.,238140.0
17254,[976],MTK Masonry,238140.0
17255,[298],MTK Masonry Ltd.,238140.0
17256,[946],MTMG Contracting Ltd.,238140.0
17257,[313],Muia Bros. Contracting Ltd.,238140.0
17258,[2796],Mullholland Construction Inc.,238140.0
17259,[2403],Mundial Bricklayers Ltd.,238140.0
17260,[1592],N & V Masonry (Oakville) Ltd.,238140.0
17261,[729],National Brick,238140.0
17262,[2738],National Brickwork Inc.,238140.0
17263,[171],National Masonry Inc.,238140.0
17264,[146],Nenco Masonry Ltd.,238140.0
17265,[1167],New Art General Contracting (1706216 Ontario Inc.),238140.0
17266,[1167],New Legacy Masonry (1440252 Ontario Corporation),238140.0
17267,[2331],New Lomar General Contracting Limited,238140.0
17268,[2519],New Tall Masonry & Son Ltd.,238140.0
17269,[2519],New Universal Bricklayers,238140.0
17270,[2519],New Way Construction Inc.,238140.0
17271,[1845],Neway Masonry Ltd.,238140.0
17272,[2917],Newline Bricklayers,238140.0
17273,[368],Nones General Contracting Ltd.,238140.0
17274,[1922],Nones Masonry Limited,238140.0
17275,[1120],Norte Centro Masonry Limited,238140.0
17276,[1120],North River Bricklayers Ltd.,238140.0
17277,[135],North Star Masonry (1440250 Ontario Limited),238140.0
17278,[1673],Novlar Contracting Inc.,238140.0
17279,[1045],O FIVE Masonry Ltd.,238140.0
17280,[823],Oeste Masonry Ltd.,238140.0
17281,[2300],Omar Contracting Ltd.,238140.0
17282,[1257],One Way Masonry Contractors (651841 Ontario Inc.),238140.0
17283,[1366],P & P Construction (618962 Ontario Limited),238140.0
17284,[228],P.L. Masonry Inc.,238140.0
17285,[2995],Par Masonry Contractor (1987) Limited,238140.0
17286,[541],Park Avenue Masonry Inc.,238140.0
17287,[77],Parkview Masonry Ltd.,238140.0
17288,[1001],Pelema Construction Ltd.,238140.0
17289,[844],Peppino Bruni Masonry Ltd.,238140.0
17290,[2524],Pertosa Masonry,238140.0
17291,[549],PG Bricklaying Ltd.,238140.0
17292,[2091],Pioneer Masonry Ltd.,238140.0
17293,[865],Planet Rock Masonry Ltd.,238140.0
17294,[3080],Pol-Universal Construction Ltd.,238140.0
17295,[2391],Portrei Masonry Limited,238140.0
17296,[720],Portugal Brasil Masonry Ltd.,238140.0
17297,[2391],Porvit Masonry Limited,238140.0
17298,[3158],Potenza Masonry Ltd.,238140.0
17299,[1897],Povoa Bricklayers,238140.0
17300,[527],Power Masonry Ltd.,238140.0
17301,[994],Premier Group Masonry Co. Ltd.,238140.0
17302,[2373],President`s Masonry & General Contracting Ltd.,238140.0
17303,[994],Preston Masonry Contractor Ltd.,238140.0
17304,[2390],Preval Masonry Construction Ltd.,238140.0
17305,[2373],Prime Masonry Contracting Incorporated,238140.0
17306,[1564],Prince Masonry,238140.0
17307,[2547],Pro Bricklayers Ltd.,238140.0
17308,[2836],Pro Masonry Contractors Limited,238140.0
17309,[2547],Protocol Masonry Inc.,238140.0
17310,[2264],Pulsoni & Son Masonry Ltd.,238140.0
17311,[166],Quality Brick & Stone Construction,238140.0
17312,[166],Quality Portuguese Masonry Ltd.,238140.0
17313,[1557],Quinas Masonry (1654048 Ontario Inc.),238140.0
17314,[2640],Quintas Bricklayers Ltd.,238140.0
17315,[1775],R G A Masonry Contracting Ltd.,238140.0
17316,[2083],R.C.F. Masonry Ltd.,238140.0
17317,[360],Real Green Masonry (952896 Ontario Ltd.),238140.0
17318,[3012],Red Brick (2190609 Ontario Ltd.),238140.0
17319,[2877],Red Brick Contracting (Mississauga) (2117763 Ontario Ltd.),238140.0
17320,[1079],Red Brick Contracting (Toronto) 2118094 Ontario Ltd.,238140.0
17321,[2953],Rende Masonry Ltd.,238140.0
17322,[990],RES Masonry Inc.,238140.0
17323,[3117],Resende & Sons Construction Ltd.,238140.0
17324,[2765],Resicon Group,238140.0
17325,[1579],Rexdale Masonry Ltd.,238140.0
17326,[613],Rhinestone Masonry,238140.0
17327,[2469],Ribafria Bricklayers Ltd.,238140.0
17328,[2469],Ribamar Bricklayers Ltd.,238140.0
17329,[1379],Richmark Masonry Corporation,238140.0
17330,[1377],Rinaldi Bros. Masonry Ltd.,238140.0
17331,[1088],Roding Park Bricklayers Ltd.,238140.0
17332,[1881],Roma Bricklayers Inc.,238140.0
17333,[1774],Rose Construction & Rebuild Inc.,238140.0
17334,[818],Royal Bricklayers Ltd.,238140.0
17335,[818],Royal Crest Masonry Ltd.,238140.0
17336,[412],Rupewill Construction Co.,238140.0
17337,[3082],S.G. Masonry Ltd.,238140.0
17338,[2359],Saint George Construction (2003) Ltd.,238140.0
17339,[3098],Salina Contracting Corporation,238140.0
17340,[1496],Salvador Masonry Inc.,238140.0
17341,[3098],Salvatore Orlando Masonry Ltd.,238140.0
17342,[1614],Samtia Construction Ltd.,238140.0
17343,[0],Scotsdale Masonry Contractors Ltd.,238140.0
17344,[306],SCP Masonry,238140.0
17345,[564],Seag Masonry Ltd.,238140.0
17346,[2678],Seemelay Masonry Ltd.,238140.0
17347,[1117],Seneca Contracting Ltd.,238140.0
17348,[2500],SEP Contracting & Masonry Inc.,238140.0
17349,[1141],Serlex Masonry Inc.,238140.0
17350,[953],"Serpa, A. Masonry Contracting Co. Ltd.",238140.0
17351,[1826],Seven Masonry Ltd.,238140.0
17352,[683],Silfer Bricklayers Ltd.,238140.0
17353,[1699],Skyview Masonry Contractors Inc.,238140.0
17354,[1538],SLB Masonry Corp.,238140.0
17355,[1200],Southfork Masonry Inc.,238140.0
17356,[2685],Spring Garden Masonry Ltd.,238140.0
17357,[1404],Stanlane Masonry Inc.,238140.0
17358,[438],Starbrick 3000 Ltd.,238140.0
17359,[2205],Step One Bricklayers Ltd.,238140.0
17360,[3020],Stonegate Masonry Ltd.,238140.0
17361,[335],Stonehenge Mason & Associates Ltd.,238140.0
17362,[3020],Stonehouse Masonry Ltd.,238140.0
17363,[335],Stoneline Masonry Contracting Inc.,238140.0
17364,[565],Summit Masonry (1988) Inc.,238140.0
17365,[181],Sunstar Masonry Inc.,238140.0
17366,[2254],T & G Masonry Ltd.,238140.0
