,organization_name,naics_code,Predicted Cluster
16311,"Sinai Health System, Mount Sinai Hospital",622111.0,[1890]
16312,"LH (Niagara) Ltd. , 23804909  Ontario Inc., 1392927 Ontario Inc., and Lancaster Homes",236110.0,[812]
16313,2549709 Ontario Inc. o/a Brant Concrete,327320.0,[2980]
16314,Municipality of Lakeshore,913910.0,[2049]
16315,Hyatt Regency Toronto,721111.0,[1582]
16316,Concrete Systems Ltd.,238110.0,[2851]
16317,A. Villeneuve Mechanical Ltd.,238160.0,[670]
16318,2469238 Ontario Inc. o/a Sentinel Membranes and Spray Foam Services,238160.0,[2980]
16319,1187839 Ontario Ltd.,237310.0,[2032]
16320,Fontana Hoisting Services Incorporated,237990.0,[2716]
16321,Steeves & Rozema c.o.b. as Landmark Village,623310.0,[939]
16322,1496819 Ontario Inc. o/a Warner Masonry,238140.0,[2980]
16323,GES Canada Exposition Services Limited,561920.0,[264]
16324,Rudak Excavating Inc.,237990.0,[958]
16325,2223135 Ontario c.o.b. as Shamrock Mechanical Solutions Inc.,238220.0,[82]
16326,INR Construction Inc.,237110.0,[212]
16327,Paramed Home Health Ottawa,621610.0,[15]
16328,Weston Bakeries Limited,413190.0,[229]
16329,Parkview Transit Inc.,485410.0,[2532]
16330,"Eurest Dining Services, a Division of Compass Group Canada Ltd.",722310.0,[1242]
16331,Sodexo Canada Ltd.,722310.0,[141]
16332,Power Precast Solutions Ltd.,327390.0,[721]
16333,Kora Commercial Services O/A Servicemaster Contract Services Of London,561722.0,[2067]
16334,TBM Service Group,561722.0,[335]
16335,Ox-Bowe Construction,237110.0,[32]
16336,Double M & M Inc.,561722.0,[403]
16337,1982190 Ontario Inc. (Toronto Utility Corp. o/a Champion Hydrovac),238990.0,[807]
16338,Barricade Traffic Services Inc.,238990.0,[394]
16339,Hodgson Excavating Inc. (Toronto Utility Corp. o/a Champion Hydrovac),238990.0,[958]
16340,Addaline Asphalt Maintenance Inc.,237310.0,[3088]
16341,Township of Leeds and the Thousand Islands,913910.0,[928]
16342,R.W. Tomlinson Limited,237310.0,[1490]
16343,Seasons Amherstburg,623310.0,[3072]
16344,Platinum Power Group Inc.,238210.0,[721]
16345,GDI Services (Canada) LP,561722.0,[27]
16346,Mackie Transportation,488519.0,[1737]
16347,Eurovia Quebec Construction Inc.,237990.0,[1844]
16348,Eurovia Quebec Construction Inc.,237310.0,[1844]
16349,LPS Excavating and Trucking Services,237990.0,[2868]
16350,Light Harvesting Shading Solutions Inc.,238390.0,[1402]
16351,Clean Harbors Energy and Industrial Services Corp.,562210.0,[661]
16352,Garden Villa Retirement Residence,623310.0,[346]
16353,Cox Construction Limited,237310.0,[283]
16354,1573335 Ontario Ltd. o/a Charlton Group,237310.0,[1338]
16355,1075177 Ontario Ltd o/a General Maintenance Services,561722.0,[1523]
16356,TF Forming,237990.0,[1610]
16357,S&F Construction & Waterproofing (196860 Ontario Inc.),237990.0,[1591]
16358,TF Forming Ltd.,238190.0,[1610]
16359,VON Canada - Ontario Branch London,621610.0,[898]
16360,Toure Cleaning Services Ltd.,561722.0,[333]
16361,S&F Construction & Waterproofing (196860 Ontario Inc.),237110.0,[1591]
16362,Lakeside Heavy Equipment,237990.0,[1208]
16363,Plycon Forming Ltd.,237990.0,[1610]
16364,Plycon Forming Ltd.,238190.0,[1610]
16365,Maag Crane Services Inc.,237990.0,[408]
16366,LPM Steel Works Inc.,237990.0,[862]
16367,Brentwood Contracting,237990.0,[184]
16368,Brentwood Contracting,237990.0,[184]
16369,P.A.M. Gardens Non-Profit Housing Inc.,236110.0,[1549]
16370,"Shaw Festival Theatre, Canada,",711311.0,[514]
16371,Giovanni Caboto Club,813410.0,[1200]
16372,Unity Health Toronto,622310.0,[468]
16373,1909639 Ontario Inc. o/a Maple Concrete Pumping,237990.0,[2980]
16374,1434378 Ontario Inc o/a Commercial Cleaning Services,561722.0,[289]
16375,Victorian Order of Nurses for Canada-Ontario Branch,621610.0,[13]
16376,Canadian Federation of Students & Canadian Federation of Students-Services,813410.0,[1721]
16377,Gateway Casinos & Entertainment Ltd (Gateway Casinos Point Edward),713210.0,[521]
16378,Worley Industrial Services ULC,238390.0,[1244]
16379,Governing Council of The University of Toronto,721310.0,[2959]
16380,NAV CANADA,488111.0,[758]
16381,Ottawa And District Labour Council,813930.0,[968]
16382,"UFCW Canada, CLC",813930.0,[375]
16383,Straw Construction Group Ltd./MJMC Construction Ltd./Applewood Forming Inc./2432712 Ontario Ltd./2432453 Ontario Ltd,236220.0,[561]
16384,Renewable Watts Electric Ltd./Renewable Watts Canada Ltd.,236220.0,[38]
16385,Amica at Dundas,623110.0,[1441]
16386,Genesis Stone Group Ltd.,238340.0,[1298]
16387,"CHVR-FM, Division of Bell Media Inc.",515110.0,[1457]
16388,Impact Cleaning Services Ltd.,561722.0,[16]
16389,Gateway Casinos & Entertainment Ltd.,713210.0,[521]
16390,Gateway Casinos & Entertainment Ltd.,713210.0,[521]
16391,Gateway Casinos & Entertainment Ltd. operating at Point Edward,713210.0,[521]
16392,Portable Storage Canada Limited,493110.0,[106]
16393,Dtz Canada Inc. (D/B/A C&W Services),561722.0,[485]
16394,AGF Rebar Inc. (Albrecht Division),332311.0,[806]
16395,Corporation of The Town of Collingwood,913910.0,[103]
16396,Metropolitan Maintenance a Division of 469006 Ontario Inc.,561722.0,[122]
16397,Metropolitan Maintenance A Division of 469006 Ontario Inc.,561722.0,[122]
16398,Tor-Crete Ltd.,327320.0,[787]
16399,Darmaga Hardwood Flooring Limited,238330.0,[1852]
16400,1434378 Ontario Inc o/a Commercial Cleaning Services,561722.0,[289]
16401,Edcore Enterprises Ltd. (Bee-Clean),561722.0,[90]
16402,Woodstone Floors Inc.,238330.0,[1412]
16403,Edcore Enterprises Ltd. (Bee-Clean),561722.0,[90]
16404,Site Preparation Limited (Service),561722.0,[2738]
16405,East Metro Youth Services,624110.0,[1461]
16406,Frontier Flooring Inc.,238330.0,[3067]
16407,Penalta Group Ltd.,236220.0,[1546]
16408,Viewcon Construction Ltd.,237110.0,[151]
16409,Jungle Restaurants Niagara Ltd. o/a Rainforest Cafe,722511.0,[2325]
16410,Trend Millwork & Cabinets,337110.0,[99]
16411,3D Structures Ltd.,236220.0,[2509]
16412,Kinderplace Child Care Centre Inc.,624410.0,[2407]
16413,Brookfield Global Integrated Solutions,561210.0,[331]
16414,BGIS Global Integrated Solutions Canada LP,561210.0,[1755]
16415,Hardrock Structform Limited,236220.0,[6]
16416,"Tomasz Turkiewicz, a sole proprietorship c.o.b. as Tomasz Turkiewicz Custom Masonry Homes",238140.0,[510]
16417,Z & C Brothers Construction Ltd.,238190.0,[3014]
16418,Chartwell Waterford Retirement Residence,623110.0,[139]
16419,Orgaworld Canada Ltd.,562920.0,[1077]
16420,Southern Sanitation Inc. o/a Wasteco Group,562110.0,[1994]
16421,Donysh Inc.,238330.0,[25]
16422,Aspen Apartments (Building E) Limited,531111.0,[1048]
16423,Direct Traffic Management Inc.,238910.0,[1045]
16424,Alumavent Inc.,333416.0,[25]
16425,Quality Sterling Group/Weston Hardwood Design Centre Inc. and Ontario Flooring Ltd.,238330.0,[3064]
16426,Mobil Services Inc.,238990.0,[622]
16427,Southbridge Lakehead,623110.0,[3186]
16428,Community Living Trent Highlands,623210.0,[2756]
16429,1434378 Ontario Inc o/a Commercial Cleaning Services,561722.0,[289]
16430,Santé Montfort,623110.0,[1255]
16431,Direct Coil Inc.,335312.0,[1045]
16432,Landform Civil Infrastructures Inc.,237990.0,[1650]
16433,South Court Concrete,237130.0,[1450]
16434,KDT Mechanical,238220.0,[1577]
16435,Maddalena Enterprises,484121.0,[637]
16436,Key Concrete Cutting,237130.0,[419]
16437,2044970 Ontario Inc. o/a All Season Excavating,237990.0,[2980]
16438,Greystone Industrial Services Inc.,238220.0,[1175]
16439,Ion Facility Services Inc.,561722.0,[1030]
16440,AGC Flat Glass North America Ltd.,327214.0,[984]
16441,"Commissionaires, Great Lakes",561612.0,[2265]
16442,C & W Facility Services Canada Inc.,561722.0,[84]
16443,J-Aar Excavating Limited,237310.0,[581]
16444,SLR Contracting Group Inc.,237110.0,[1047]
16445,Laurentian University,611310.0,[744]
16446,Eacom Timber Corporation,321215.0,[523]
16447,Ontario Gaming Gta Lp C.O.B. Casino Woodbine,713210.0,[354]
16448,Ontario Gaming West GTA LP c.o.b. Elements Casino Brantford,713210.0,[354]
16449,Ontario Gaming West GTA Lp c.o.b. Elements Casino Mohawk,713210.0,[354]
16450,"Ael, A Division Of Emcon Services Inc.",488490.0,[2598]
16451,Ontario Gaming GTA LP c.o.b. Casino Ajax,713210.0,[354]
16452,"Valard Construction LP, Telecom Division",238210.0,[32]
16453,Outland-Carillion Services,561722.0,[2716]
16454,Revera Long Term Care Operating as Roseview Manor,623110.0,[57]
16455,Niagara Community Legal Clinic,541110.0,[1115]
16456,AGF-C&T Inc.,332311.0,[25]
16457,Stericycle Inc.,562210.0,[25]
16458,Ontario Gaming East Limited Partnership (OGELP),713210.0,[354]
16459,Gem Healthcare (Groves Park Lodge),623110.0,[375]
16460,GFL Environmental Inc.,562210.0,[1389]
16461,Pavetech (Ottawa) Ltd.,237310.0,[1806]
16462,Impact Cleaning Services Ltd.,561722.0,[16]
16463,Pavetech (Ottawa) Ltd.,238910.0,[1806]
16464,Impact Cleaning Services Ltd.,561722.0,[16]
16465,Maurice's Masonry & Forming Ltd.,238190.0,[644]
16466,Edcore Enterprises (1987) Ltd. c.o.b. Bee-Clean,561722.0,[90]
16467,Commissionaires Great Lakes,561612.0,[1590]
16468,Brook Restoration Ltd.,238390.0,[1248]
16469,Ontario Film Authority,512110.0,[667]
16470,D&G Landscaping (2015) Inc.,237310.0,[539]
16471,Dr. Oetker Canada Ltd.,311410.0,[1077]
16472,Commissionaires Great Lakes,561612.0,[1590]
16473,7566735 Canada Inc. o/a Curb Appeal Plus,236220.0,[124]
16474,Tbm Service Group Ltd.,561722.0,[335]
16475,Tbm Service Group Ltd.,561722.0,[335]
16476,Tbm Service Group Inc.,561722.0,[335]
16477,Ground Aerial Maintenance Service Ltd.,237110.0,[1184]
16478,Abednego Environmental Canada Ltd.,562210.0,[1084]
16479,Sierra Building Group,236220.0,[2227]
16480,STRABAG Inc.,237990.0,[25]
16481,Civic Theatres Toronto,711111.0,[2052]
16482,Impact Cleaning Services Ltd.,561722.0,[16]
16483,Tribrik Administration ltd.,236220.0,[656]
16484,Adam The Metalman Limited,238160.0,[2541]
16485,D.M.G. Mechanical Inc.,238160.0,[765]
16486,District Mechanical Services Ltd.,238160.0,[2865]
16487,District Mechanical Group Ltd.,238160.0,[2865]
16488,Fulcrum Flashing Inc.,238160.0,[806]
16489,G.P. Metals Ltd.,238160.0,[812]
16490,"Joshua Culliton, cob as Josh's Construction",238160.0,[375]
16491,Barry Gignac Construction Limited,238130.0,[283]
16492,Bluewater Power Services Corporation,221122.0,[2799]
16493,Blain Carpentry Inc.,238130.0,[2241]
16494,Touma Custom Carpentry Inc.,238130.0,[2884]
16495,KDM Inc.,238130.0,[25]
16496,Radu Construction,238130.0,[32]
16497,Multiwide Mechanical Contractors Ltd.,238160.0,[137]
16498,Rancourt Metal Erectors 2009 Ltd.,238160.0,[1072]
16499,2586354 Ontario Limited a/o Spectrum Mechanical,238160.0,[274]
16500,2611685 Ontario Inc.,238160.0,[807]
16501,Webb Exterior Sheet Metal Ltd.,238160.0,[216]
16502,E.D.S. Contracting & Repair Services Ltd.,238910.0,[2745]
16503,Commercial Cleaning Services,561722.0,[74]
16504,Victorian Order of Nurses Greater Kingston,621610.0,[13]
16505,1288808 Ontario Ltd. o/a B&J Contracting,238210.0,[2025]
16506,Auraclean Facilities Maintenance & Supplies,561722.0,[99]
16507,Regal Security Inc.,561612.0,[503]
16508,Compass Group Canada Ltd.,561722.0,[7]
16509,Linkun Fence Inc.,238990.0,[778]
16510,MCL Concrete Ltd.,237110.0,[2684]
16511,Peter Kiewit Infrastructure Co.,237110.0,[681]
16512,"HAND Association of Sewer, Watermain and Road Contractors on behalf of DVC Contracting",237110.0,[132]
16513,Adey Brothers Scaffolding Solutions Ltd.,238299.0,[1222]
16514,One Facility Maintenance Inc.,561722.0,[491]
16515,Eagle Steel Inc.,238299.0,[862]
16516,"HAND Association of Sewer, Watermain and Road Contractors on behalf Enviro-Mag Construction",237110.0,[132]
16517,Brosco Concrete Levelling,238110.0,[782]
16518,Hornblower Canada Co.,483115.0,[264]
16519,Best Western Plus Leamington,721111.0,[513]
16520,Bee-Clean Building Maintenance,561722.0,[41]
16521,Kenora Catholic District School Board,611110.0,[1816]
16522,Bee-Clean Building Maintenance,561722.0,[41]
16523,Bee-Clean Building Maintenance,561722.0,[41]
16524,Trevor Smydo Excavating,237310.0,[1949]
16525,Schlegel Villages Inc. cob as The Village of Wentworth Heights Retirement Home,623310.0,[185]
16526,Schlegel Villages Inc. cob as The Village at St. Clair,623310.0,[185]
16527,Allied Universal Security Services,561612.0,[1463]
16528,2044970 Ontario Inc. o/a All Season Excavating,237990.0,[2980]
16529,Hexagon Construction Group Inc.,238220.0,[1379]
16530,4089171 Canada Inc. o/a Building and Maintenance Ind. Company,561722.0,[124]
16531,Wood Canada Limited,237310.0,[106]
16532,Double M Plumbling & Mechanical Inc.,238220.0,[403]
16533,Double M Plumbling & Mechanical Inc.,238220.0,[403]
16534,"Victorian Order of Nurses for Canada- Ontario, Hastings, Northumberland, Prince Edward (HNPE)",621610.0,[13]
16535,Maxama Protection Inc.,561612.0,[806]
16536,University of Ontario Institute of Technology,611310.0,[265]
16537,Russell Security Services Incorporated,561612.0,[2792]
16538,Doug Ray Inc.,237310.0,[806]
16539,Grail Springs Retreat Centre for Wellbeing Inc.,721113.0,[2015]
16540,Waterloo Region District School Board,611110.0,[462]
16541,Amnesty International (Canadian Division - English Speaking),813310.0,[1186]
16542,Canadian Bar Association,813920.0,[108]
16543,"INEOS Calabrian Corporation Canada, Inc.",325190.0,[875]
16544,"Toronto Windows and Doors, a Division of Jeld-Wen of Canada Ltd.",326196.0,[1582]
16545,Extendicare Van Daele Manor,623110.0,[443]
16546,MDF Mechanical Limited,238220.0,[1577]
16547,Comfort Inn o/a 1980 Ltd.,721111.0,[879]
16548,Oaks Retirement Village Inc.,623310.0,[2710]
16549,Big Dogs,238910.0,[2823]
16550,Gateway Casinos & Entertainment Ltd.,713210.0,[521]
16551,Normco Forming Ltd.,238910.0,[1610]
16552,B & R Ditching & Excavating,237110.0,[1514]
16553,Euro Landscape Construction And Grounds Inc.,236110.0,[1714]
16554,Fraser River Pile and Dredge,237990.0,[2154]
16555,West Nipissing Ouest Police Service,913130.0,[2186]
16556,"Compass Group Canada Ltd, operating as Eurest Dining Services",722310.0,[1031]
16557,New Village Retirement Home Limited,623310.0,[1364]
16558,In4structure Ltd.,237310.0,[787]
16559,Hastings Utilities Contracting Ltd.,238210.0,[2809]
16560,Iron Horse Corporation,561612.0,[1204]
16561,National Judicial Institute,541611.0,[1033]
16562,Embassy West Senior Living,623999.0,[559]
16563,Durham Property Maintenance & Snow Removal,237310.0,[625]
16564,Dominus Construction Corporation,236110.0,[32]
16565,Amica Balmoral Club,623110.0,[377]
16566,AMICA Stoney Creek,623110.0,[377]
16567,Ciro Excavating & Grading Inc.,237990.0,[2353]
16568,Howlett Development & Construction Services Ltd. and 2174333 Ontario Inc.,237110.0,[56]
16569,Seasons Retirement Communities (Welland LP),623310.0,[942]
16570,Breck Scaffold Solutions Ont.,238160.0,[1402]
16571,C.R. Metalwork & Contracting,238160.0,[99]
16572,Duron Ontario Ltd.,238160.0,[2032]
16573,GTA Sewer and Watermain inc.,237110.0,[1975]
16574,Garlick Metal Works Inc.,238160.0,[1072]
16575,GDI Services (Canada) LP,561722.0,[27]
16576,Keith's Plumbing and Heating Inc.,238160.0,[1746]
16577,Lancaster Heating & Cooling (Residential),238160.0,[2913]
16578,"Opus Mechanical Services Ltd., a subsidiary of McDonnell Munro Group Ltd.",238160.0,[2135]
16579,Rugged Air Industries Limited,238160.0,[708]
16580,TKG Sheet Metal Contracting Inc.,238160.0,[216]
16581,VR Metal Works Ltd.,238160.0,[1072]
16582,VR Mechanical Solutions Inc.,238160.0,[765]
16583,Stinson Security Services Limited,561612.0,[503]
16584,"Frank Wayne Shank, cob as Construction Safety Compliance Training",238160.0,[1390]
16585,Tbm Service Group Ltd.,561722.0,[335]
16586,APTIM Services Canada Corp.,237990.0,[432]
16587,Emseal LLC,332321.0,[375]
16588,Aramark Canada Ltd.,722310.0,[33]
16589,Lansdowne Excavation Limited,236110.0,[943]
16590,Commissionaires (Great Lakes),561612.0,[1766]
16591,2475348 Ontario Inc. o/a Complete Control Automation,238210.0,[2980]
16592,Powerline Plus Ltd.,237110.0,[2419]
16593,McMaster University,611310.0,[18]
16594,2037168 Ontario Inc. o/a Best Western Plus Durham Hotel & Conference Centre,721111.0,[2980]
16595,Trillium Gift of Life Network,621990.0,[1531]
16596,University Health Network,622111.0,[243]
16597,Auto Warehousing Company Canada Ltd.,484229.0,[167]
16598,GDI Services (Canada) LP,561722.0,[27]
16599,Champlain Manor Retirement Residence,623310.0,[288]
16600,Impact Cleaning Services Ltd.,561722.0,[16]
16601,Hallmark Housekeeping Services Inc.,561722.0,[68]
16602,Dan Steele,238140.0,[375]
16603,Viking Plumbing,238220.0,[2762]
16604,1900469 Ontario Incorporated,236220.0,[667]
16605,ANJ Industrial Fabricating Ltd.,238299.0,[466]
16606,2495589 Ontario Limited o/a NCPR Neilor Concrete & Rebar Placing,236220.0,[1619]
16607,Treeview Roofing Services Corp.,238160.0,[1992]
16608,"Compass Group Canada Ltd., operating as Chartwells",722310.0,[1031]
16609,Bayfield Manor Nursing and Retirement Home,623110.0,[910]
16610,Spectrum Mechanical (2009) Ltd.,238220.0,[1519]
16611,Canadian Red Cross Society,621610.0,[248]
16612,Always Roofing Ltd.,238160.0,[1992]
16613,Canadian Red Cross Society,621610.0,[248]
16614,Andrews Exterior Contracting,238160.0,[184]
16615,B.I.T. Sheet Metal Ltd.,238160.0,[216]
16616,Destiny Roofing Corporation,238160.0,[1992]
16617,JDS Metals Inc.,238160.0,[806]
16618,Klimit Mechanical Heating & Cooling,238160.0,[1577]
16619,P.R. Mechanical Services,238160.0,[1577]
16620,TL Mechanical Inc.,238160.0,[765]
16621,Labourers’ Local 183 Benefit Fund Services Dental Clinic,621210.0,[375]
16622,Alpha Concrete Pumping,237990.0,[3111]
16623,Hydro One CSO,221122.0,[754]
16624,Supermetal,237990.0,[375]
16625,"Toure Cleaning Services Ltd, (Previously GDI Sercvices (Canada) LP)",561722.0,[333]
16626,Impact Cleaning Services Ltd.,561722.0,[16]
16627,"AEL, a Division of Emcon Services Inc.",488490.0,[2598]
16628,Thomac General Contractor Inc.,236220.0,[1101]
16629,Mountsberg Excavating Inc.,237310.0,[2988]
16630,Metroplex Service Group,238299.0,[162]
16631,York Demolition Corp.,238910.0,[1959]
16632,Compass Canada Support Services Ltd.,561722.0,[58]
16633,Hinton Scaffolding Solution Inc.,238990.0,[806]
16634,Bee-Clean Building Maintenance,561722.0,[41]
16635,Bee-Clean Building Maintenance,561722.0,[41]
16636,All Weather Seal (AWS),238910.0,[2249]
16637,Dexterra,561722.0,[424]
16638,Office of the French Language Services Commissioner,912910.0,[282]
16639,Clark Multi-Trade Contractors Inc.,238990.0,[234]
16640,1412768 Ontario Ltd. o/a Central Construction,238140.0,[2025]
16641,1412768 Ontario Ltd. o/a Central Construction,238140.0,[2025]
16642,2K4 2018 Inc.,236220.0,[806]
16643,Sodexo Canada Ltd.,722310.0,[141]
16644,Canada Computers Inc.,443144.0,[124]
16645,CIMS Limited Partnership,237990.0,[350]
16646,Northern Credit Union Limited,522130.0,[1718]
16647,A-1 Driveways Group (2014) Inc.,237990.0,[561]
16648,Dean Jackson Excavating,237990.0,[2538]
16649,Camino Construction 2016 Inc.,237990.0,[2433]
16650,Cahill Constructors Limited,238220.0,[6]
16651,Sun Stone Masonry Ltd.,236220.0,[3057]
